Sr.No,Washer_Dryer,AC,Parking,Fireplace,Dishwasher,Hardwood_floors,Roofdeck,Storage
2001,Yes,Yes,Yes,Yes,Yes,No,No,No
2002,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2003,Yes,Yes,Yes,Yes,No,No,Yes,No
2004,Yes,Yes,Yes,No,No,No,No,No
2005,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2006,Yes,Yes,Yes,Yes,Yes,No,No,No
2007,Yes,Yes,Yes,Yes,No,No,No,No
2008,Yes,Yes,Yes,Yes,Yes,No,No,No
2009,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2010,Yes,Yes,Yes,Yes,Yes,No,No,No
2011,Yes,Yes,Yes,Yes,Yes,No,No,No
2012,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2013,Yes,Yes,Yes,Yes,Yes,No,No,No
2014,Yes,No,Yes,No,No,No,No,No
2015,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2016,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2017,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2018,Yes,Yes,Yes,Yes,No,No,Yes,No
2019,Yes,Yes,Yes,Yes,Yes,No,No,No
2020,Yes,Yes,Yes,Yes,No,No,No,No
2021,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2022,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2023,Yes,Yes,Yes,No,No,No,No,No
2024,Yes,Yes,Yes,Yes,Yes,No,No,No
2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2026,Yes,Yes,Yes,Yes,Yes,No,No,No
2027,Yes,Yes,Yes,Yes,Yes,No,No,No
2028,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2029,Yes,Yes,Yes,Yes,Yes,No,No,No
2030,Yes,Yes,Yes,Yes,No,No,No,No
2031,Yes,Yes,Yes,Yes,Yes,No,No,No
2032,Yes,Yes,Yes,Yes,No,No,No,No
2033,Yes,Yes,Yes,Yes,Yes,No,No,No
2034,No,Yes,Yes,No,No,No,No,No
2035,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2036,Yes,Yes,Yes,Yes,Yes,No,No,No
2037,No,Yes,Yes,No,No,No,No,No
2038,No,No,Yes,No,No,No,No,No
2039,No,Yes,Yes,No,No,No,No,No
2040,No,Yes,No,No,No,No,No,No
2041,No,Yes,Yes,No,No,No,No,No
2042,No,Yes,No,No,No,No,No,No
2043,No,Yes,Yes,No,No,No,No,No
2044,Yes,No,Yes,Yes,No,No,No,No
2045,No,No,No,No,No,No,No,No
2046,No,Yes,Yes,No,No,No,No,No
2047,No,Yes,Yes,No,No,No,No,No
2048,Yes,Yes,Yes,Yes,Yes,No,No,No
2049,No,Yes,Yes,No,No,No,No,No
2050,No,Yes,Yes,No,No,No,No,No
2051,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2052,Yes,Yes,No,Yes,Yes,No,No,No
2053,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2054,No,Yes,Yes,Yes,Yes,No,Yes,Yes
2055,Yes,Yes,Yes,Yes,Yes,No,No,No
2056,No,No,Yes,No,No,No,No,No
2057,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2058,No,Yes,Yes,No,No,No,No,No
2059,Yes,Yes,Yes,Yes,No,No,Yes,No
2060,No,No,No,No,No,No,No,No
2061,Yes,Yes,Yes,Yes,Yes,No,No,No
2062,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2063,Yes,No,Yes,Yes,Yes,Yes,No,No
2064,No,No,No,No,No,No,No,No
2065,Yes,Yes,Yes,Yes,Yes,No,No,No
2066,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2067,No,No,No,No,No,No,No,No
2068,No,No,No,No,No,No,No,No
2069,Yes,No,Yes,Yes,No,No,No,No
2070,Yes,Yes,Yes,No,No,No,No,No
2071,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2072,No,Yes,No,No,No,No,No,No
2073,No,Yes,No,No,No,No,No,No
2074,No,Yes,Yes,No,No,No,No,No
2075,Yes,Yes,Yes,No,No,No,Yes,No
2076,No,No,Yes,No,No,No,No,No
2077,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2078,Yes,Yes,Yes,Yes,Yes,No,No,No
2079,No,No,Yes,No,No,No,No,No
2080,No,No,No,No,No,No,No,No
2081,No,No,Yes,No,No,No,No,No
2082,No,Yes,Yes,No,No,No,No,No
2083,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2084,No,Yes,No,No,No,No,No,No
2085,No,No,Yes,No,Yes,No,No,No
2086,No,Yes,Yes,No,No,No,No,No
2087,No,No,No,No,No,No,No,No
2088,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2089,No,Yes,Yes,No,No,No,No,No
2090,No,No,Yes,No,No,No,No,No
2091,No,No,Yes,No,No,No,No,No
2092,No,Yes,No,No,No,No,No,No
2093,Yes,Yes,Yes,Yes,No,No,No,No
2094,No,No,Yes,No,No,No,No,No
2095,No,Yes,No,No,No,No,No,No
2096,Yes,Yes,Yes,No,No,No,Yes,No
2097,No,No,No,No,No,No,No,No
2098,Yes,No,Yes,Yes,No,No,No,No
2099,Yes,Yes,Yes,Yes,No,No,Yes,No
2100,Yes,No,Yes,Yes,No,No,Yes,No
2101,No,No,Yes,No,No,No,No,No
2102,No,Yes,No,No,No,No,No,No
2103,Yes,Yes,Yes,Yes,Yes,No,No,No
2104,No,No,Yes,No,No,No,No,No
2105,No,Yes,Yes,No,No,No,No,No
2106,No,Yes,Yes,No,No,No,No,No
2107,No,Yes,No,No,No,No,No,No
2108,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2109,No,No,No,No,No,No,No,No
2110,No,No,No,No,No,No,No,No
2111,No,Yes,No,No,No,No,No,No
2112,No,Yes,Yes,Yes,No,No,No,No
2113,No,No,No,No,No,No,No,No
2114,Yes,Yes,Yes,Yes,Yes,No,No,No
2115,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2116,Yes,Yes,Yes,Yes,Yes,No,No,No
2117,Yes,Yes,Yes,Yes,Yes,No,No,No
2118,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2119,Yes,Yes,Yes,Yes,Yes,No,No,No
2120,Yes,No,Yes,No,No,No,No,No
2121,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2122,Yes,Yes,Yes,Yes,Yes,No,No,No
2123,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2124,Yes,Yes,Yes,Yes,Yes,No,No,No
2125,Yes,Yes,Yes,Yes,Yes,No,No,No
2126,Yes,Yes,Yes,Yes,Yes,No,No,No
2127,Yes,Yes,Yes,Yes,Yes,No,No,No
2128,Yes,Yes,Yes,Yes,Yes,No,No,No
2129,Yes,Yes,Yes,Yes,Yes,No,No,No
2130,Yes,Yes,Yes,Yes,Yes,No,No,No
2131,No,No,No,No,No,No,No,No
2132,Yes,Yes,Yes,Yes,Yes,No,No,No
2133,Yes,Yes,Yes,Yes,Yes,No,No,No
2134,No,No,No,No,No,No,No,No
2135,Yes,Yes,Yes,Yes,Yes,No,No,No
2136,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2137,Yes,Yes,Yes,Yes,Yes,No,No,No
2138,Yes,Yes,Yes,Yes,Yes,No,No,No
2139,Yes,Yes,Yes,Yes,Yes,No,No,No
2140,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2141,Yes,Yes,Yes,Yes,Yes,No,No,No
2142,Yes,Yes,Yes,Yes,Yes,No,No,No
2143,Yes,Yes,Yes,Yes,Yes,No,No,No
2144,Yes,Yes,Yes,Yes,Yes,No,No,No
2145,Yes,Yes,Yes,Yes,Yes,No,No,No
2146,Yes,Yes,Yes,Yes,Yes,No,No,No
2147,Yes,Yes,Yes,Yes,Yes,No,No,No
2148,Yes,Yes,Yes,Yes,Yes,No,No,No
2149,Yes,Yes,Yes,Yes,Yes,No,No,No
2150,Yes,Yes,Yes,Yes,Yes,No,No,No
2151,Yes,Yes,Yes,Yes,Yes,No,No,No
2152,Yes,Yes,Yes,No,Yes,No,No,No
2153,Yes,Yes,Yes,Yes,Yes,No,No,No
2154,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2155,Yes,Yes,Yes,Yes,Yes,No,No,No
2156,No,Yes,Yes,No,No,Yes,Yes,No
2157,Yes,Yes,Yes,Yes,Yes,No,No,No
2158,Yes,Yes,Yes,Yes,Yes,No,No,No
2159,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2160,Yes,Yes,Yes,Yes,Yes,No,No,No
2161,Yes,Yes,Yes,Yes,Yes,No,No,No
2162,Yes,No,Yes,Yes,Yes,No,No,No
2163,Yes,Yes,Yes,Yes,Yes,No,No,No
2164,Yes,Yes,Yes,Yes,Yes,No,No,No
2165,Yes,Yes,Yes,Yes,Yes,No,No,No
2166,Yes,Yes,Yes,Yes,Yes,No,No,No
2167,Yes,Yes,Yes,Yes,Yes,No,No,No
2168,Yes,Yes,Yes,Yes,Yes,No,No,No
2169,Yes,Yes,Yes,Yes,Yes,No,No,No
2170,Yes,Yes,Yes,Yes,Yes,No,No,No
2171,Yes,Yes,Yes,Yes,Yes,No,No,No
2172,Yes,Yes,Yes,Yes,Yes,No,No,No
2173,Yes,Yes,Yes,Yes,Yes,No,No,No
2174,Yes,Yes,Yes,Yes,Yes,No,No,No
2175,Yes,Yes,Yes,No,No,No,No,No
2176,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2177,Yes,Yes,Yes,Yes,Yes,No,No,No
2178,Yes,No,Yes,No,Yes,No,No,No
2179,Yes,Yes,Yes,Yes,Yes,No,No,No
2180,Yes,Yes,Yes,Yes,Yes,No,No,No
2181,Yes,Yes,Yes,Yes,Yes,No,No,No
2182,Yes,No,Yes,No,No,Yes,No,No
2183,Yes,Yes,Yes,Yes,Yes,No,No,No
2184,Yes,Yes,Yes,Yes,Yes,No,No,No
2185,Yes,Yes,Yes,Yes,Yes,No,No,No
2186,No,No,No,No,No,No,No,No
2187,Yes,Yes,Yes,Yes,Yes,No,No,No
2188,Yes,Yes,Yes,Yes,Yes,No,No,No
2189,Yes,Yes,Yes,Yes,Yes,No,No,No
2190,Yes,Yes,Yes,Yes,Yes,No,No,No
2191,Yes,Yes,Yes,Yes,Yes,No,No,No
2192,Yes,Yes,Yes,Yes,Yes,No,No,No
2193,Yes,Yes,Yes,Yes,Yes,No,No,No
2194,Yes,Yes,Yes,Yes,Yes,No,No,No
2195,Yes,Yes,Yes,Yes,Yes,No,No,No
2196,Yes,Yes,Yes,Yes,Yes,No,No,No
2197,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2198,Yes,Yes,Yes,Yes,Yes,No,No,No
2199,Yes,Yes,Yes,Yes,Yes,No,No,No
2200,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2201,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2202,Yes,Yes,Yes,Yes,Yes,No,No,No
2203,Yes,Yes,Yes,No,No,No,No,No
2204,Yes,Yes,Yes,Yes,Yes,No,No,No
2205,Yes,Yes,Yes,Yes,Yes,No,No,No
2206,Yes,No,Yes,Yes,Yes,No,Yes,No
2207,Yes,Yes,Yes,Yes,Yes,No,No,No
2208,Yes,Yes,Yes,Yes,Yes,No,No,No
2209,Yes,Yes,Yes,Yes,Yes,No,No,No
2210,Yes,Yes,Yes,Yes,Yes,No,No,No
2211,Yes,Yes,Yes,Yes,Yes,No,No,No
2212,Yes,Yes,Yes,Yes,Yes,No,No,No
2213,Yes,Yes,Yes,Yes,Yes,No,No,No
2214,Yes,Yes,Yes,Yes,Yes,No,No,No
2215,Yes,Yes,Yes,Yes,Yes,No,No,No
2216,Yes,Yes,Yes,Yes,Yes,No,No,No
2217,Yes,Yes,Yes,Yes,Yes,No,No,No
2218,Yes,Yes,Yes,No,No,No,Yes,No
2219,Yes,Yes,Yes,Yes,Yes,No,No,No
2220,No,No,No,No,No,No,No,No
2221,Yes,Yes,Yes,Yes,Yes,No,No,No
2222,Yes,Yes,Yes,Yes,Yes,No,No,No
2223,Yes,Yes,Yes,Yes,Yes,No,No,No
2224,Yes,Yes,Yes,Yes,Yes,No,No,No
2225,Yes,Yes,Yes,Yes,Yes,No,No,No
2226,Yes,Yes,Yes,Yes,Yes,No,No,No
2227,Yes,Yes,Yes,Yes,Yes,No,No,No
2228,Yes,Yes,Yes,Yes,Yes,No,No,No
2229,Yes,Yes,Yes,Yes,Yes,No,No,No
2230,No,No,No,No,No,No,No,No
2231,Yes,Yes,Yes,Yes,Yes,No,No,No
2232,Yes,Yes,Yes,Yes,Yes,No,No,No
2233,Yes,Yes,Yes,No,No,No,No,No
2234,Yes,Yes,Yes,Yes,Yes,No,No,No
2235,Yes,Yes,Yes,Yes,Yes,No,No,No
2236,Yes,Yes,Yes,Yes,Yes,No,No,No
2237,Yes,Yes,Yes,Yes,Yes,No,No,No
2238,Yes,Yes,Yes,Yes,Yes,No,No,No
2239,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2240,Yes,Yes,Yes,Yes,Yes,No,No,No
2241,Yes,Yes,Yes,Yes,Yes,No,No,No
2242,Yes,Yes,Yes,Yes,Yes,No,No,No
2243,Yes,Yes,Yes,Yes,Yes,No,No,No
2244,Yes,Yes,Yes,Yes,Yes,No,No,No
2245,Yes,Yes,Yes,Yes,Yes,No,No,No
2246,Yes,Yes,Yes,Yes,Yes,No,No,No
2247,Yes,Yes,Yes,Yes,Yes,No,No,No
2248,Yes,Yes,Yes,Yes,Yes,No,No,No
2249,Yes,Yes,Yes,Yes,Yes,No,No,No
2250,Yes,Yes,Yes,Yes,Yes,No,No,No
2251,Yes,No,Yes,No,No,No,No,No
2252,Yes,Yes,Yes,Yes,Yes,No,No,No
2253,Yes,Yes,Yes,Yes,Yes,No,No,No
2254,No,No,No,No,No,No,No,No
2255,Yes,Yes,Yes,Yes,Yes,No,No,No
2256,Yes,Yes,Yes,Yes,Yes,No,No,No
2257,Yes,Yes,Yes,Yes,Yes,No,No,No
2258,Yes,Yes,Yes,Yes,Yes,No,No,No
2259,Yes,Yes,Yes,Yes,Yes,No,No,No
2260,Yes,Yes,Yes,Yes,Yes,No,No,No
2261,No,No,No,No,No,No,No,No
2262,Yes,Yes,Yes,Yes,Yes,No,No,No
2263,Yes,Yes,Yes,Yes,Yes,No,No,No
2264,Yes,Yes,Yes,Yes,Yes,No,No,No
2265,Yes,Yes,Yes,No,No,Yes,No,No
2266,Yes,Yes,Yes,Yes,Yes,No,No,No
2267,Yes,Yes,Yes,Yes,Yes,No,No,No
2268,Yes,Yes,Yes,Yes,Yes,No,No,No
2269,No,Yes,No,No,No,No,No,No
2270,Yes,Yes,Yes,Yes,Yes,No,No,No
2271,Yes,Yes,Yes,Yes,No,No,No,No
2272,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2273,Yes,Yes,Yes,Yes,Yes,No,No,No
2274,Yes,Yes,Yes,Yes,Yes,No,No,No
2275,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2276,Yes,Yes,Yes,Yes,Yes,No,No,No
2277,Yes,Yes,Yes,Yes,Yes,No,No,No
2278,Yes,Yes,Yes,Yes,Yes,No,No,No
2279,Yes,Yes,Yes,Yes,No,No,No,No
2280,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2281,Yes,Yes,Yes,Yes,Yes,No,No,No
2282,Yes,Yes,Yes,Yes,Yes,No,No,No
2283,Yes,Yes,Yes,Yes,Yes,No,No,No
2284,Yes,Yes,Yes,Yes,Yes,No,No,No
2285,Yes,Yes,Yes,Yes,Yes,No,No,No
2286,Yes,Yes,Yes,Yes,Yes,No,No,No
2287,Yes,Yes,Yes,Yes,Yes,No,No,No
2288,No,No,No,No,No,No,No,No
2289,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2290,Yes,Yes,Yes,Yes,Yes,No,No,No
2291,Yes,Yes,Yes,Yes,Yes,No,No,No
2292,Yes,Yes,Yes,Yes,Yes,No,No,No
2293,Yes,Yes,Yes,Yes,Yes,No,No,No
2294,Yes,Yes,Yes,Yes,Yes,No,No,No
2295,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2296,Yes,Yes,Yes,Yes,Yes,No,No,No
2297,Yes,Yes,Yes,Yes,Yes,No,No,No
2298,Yes,Yes,Yes,Yes,Yes,No,No,No
2299,Yes,Yes,Yes,Yes,Yes,No,No,No
2300,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2301,Yes,Yes,Yes,Yes,Yes,No,No,No
2302,Yes,Yes,Yes,Yes,Yes,No,No,No
2303,No,No,No,No,No,No,No,No
2304,Yes,Yes,Yes,Yes,Yes,No,No,No
2305,Yes,Yes,Yes,Yes,Yes,No,No,No
2306,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2307,No,No,No,No,No,No,No,No
2308,Yes,Yes,Yes,Yes,Yes,No,No,No
2309,Yes,Yes,Yes,Yes,Yes,No,No,No
2310,Yes,Yes,Yes,Yes,Yes,No,No,No
2311,Yes,Yes,Yes,Yes,Yes,No,No,No
2312,No,No,No,No,No,No,No,No
2313,Yes,Yes,Yes,Yes,Yes,No,No,No
2314,Yes,Yes,Yes,Yes,Yes,No,No,No
2315,Yes,Yes,Yes,Yes,Yes,No,No,No
2316,Yes,Yes,Yes,Yes,Yes,No,No,No
2317,Yes,Yes,Yes,Yes,Yes,No,No,No
2318,Yes,Yes,Yes,Yes,Yes,No,No,No
2319,Yes,Yes,Yes,Yes,Yes,No,No,No
2320,Yes,Yes,Yes,Yes,Yes,No,No,No
2321,Yes,Yes,Yes,Yes,Yes,No,No,No
2322,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2323,Yes,Yes,No,Yes,Yes,No,No,No
2324,Yes,Yes,Yes,Yes,Yes,No,No,No
2325,Yes,Yes,Yes,Yes,Yes,No,No,No
2326,No,No,Yes,No,No,No,No,No
2327,Yes,Yes,Yes,Yes,Yes,No,No,No
2328,Yes,Yes,Yes,Yes,Yes,No,No,No
2329,Yes,Yes,Yes,Yes,Yes,No,No,No
2330,Yes,Yes,Yes,Yes,Yes,No,No,No
2331,Yes,No,Yes,No,No,No,No,No
2332,Yes,Yes,Yes,Yes,Yes,No,No,No
2333,Yes,Yes,Yes,No,Yes,Yes,No,No
2334,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2335,Yes,Yes,Yes,Yes,Yes,No,No,No
2336,Yes,Yes,Yes,Yes,Yes,No,No,No
2337,Yes,Yes,Yes,Yes,Yes,No,No,No
2338,Yes,Yes,Yes,Yes,Yes,No,No,No
2339,Yes,Yes,Yes,Yes,Yes,No,No,No
2340,Yes,Yes,Yes,Yes,Yes,No,No,No
2341,Yes,Yes,Yes,Yes,Yes,No,No,No
2342,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2343,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2344,Yes,Yes,Yes,Yes,Yes,No,No,No
2345,Yes,Yes,Yes,Yes,Yes,No,No,No
2346,Yes,Yes,Yes,Yes,Yes,No,No,No
2347,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2348,Yes,No,Yes,Yes,Yes,No,No,No
2349,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2350,Yes,Yes,Yes,Yes,Yes,No,No,No
2351,Yes,Yes,Yes,Yes,Yes,No,No,No
2352,Yes,Yes,Yes,Yes,Yes,No,No,No
2353,Yes,Yes,Yes,Yes,Yes,No,No,No
2354,Yes,Yes,Yes,Yes,Yes,No,No,No
2355,Yes,Yes,Yes,Yes,No,No,No,No
2356,Yes,Yes,Yes,Yes,Yes,No,No,No
2357,Yes,Yes,Yes,Yes,Yes,No,No,No
2358,Yes,Yes,Yes,Yes,Yes,No,No,No
2359,Yes,No,Yes,Yes,No,No,Yes,No
2360,Yes,Yes,Yes,Yes,Yes,No,No,No
2361,Yes,No,Yes,Yes,Yes,No,No,No
2362,Yes,Yes,Yes,Yes,Yes,No,No,No
2363,Yes,Yes,Yes,Yes,Yes,No,No,No
2364,Yes,Yes,Yes,Yes,Yes,No,No,No
2365,Yes,Yes,Yes,Yes,Yes,No,No,No
2366,Yes,Yes,Yes,Yes,Yes,No,No,No
2367,No,Yes,No,Yes,No,No,No,No
2368,Yes,Yes,Yes,Yes,Yes,No,No,No
2369,Yes,Yes,Yes,Yes,Yes,No,No,No
2370,Yes,Yes,Yes,Yes,Yes,No,No,No
2371,Yes,Yes,Yes,Yes,Yes,No,No,No
2372,Yes,Yes,Yes,Yes,Yes,No,No,No
2373,Yes,Yes,Yes,Yes,Yes,No,No,No
2374,Yes,Yes,Yes,Yes,Yes,No,No,No
2375,Yes,Yes,Yes,Yes,Yes,No,No,No
2376,Yes,Yes,Yes,Yes,Yes,No,No,No
2377,Yes,Yes,Yes,No,Yes,Yes,Yes,No
2378,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2379,No,Yes,No,Yes,No,No,No,No
2380,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2381,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2382,Yes,Yes,Yes,Yes,Yes,No,No,No
2383,No,No,No,No,No,No,No,No
2384,Yes,Yes,Yes,Yes,Yes,No,No,No
2385,Yes,Yes,Yes,Yes,Yes,No,No,No
2386,No,Yes,No,No,No,No,No,No
2387,Yes,Yes,Yes,Yes,Yes,No,No,No
2388,Yes,Yes,Yes,Yes,Yes,No,No,No
2389,Yes,Yes,Yes,Yes,Yes,No,No,No
2390,Yes,Yes,Yes,Yes,Yes,No,No,No
2391,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2392,Yes,Yes,Yes,No,No,No,Yes,No
2393,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2394,No,No,No,No,No,No,No,No
2395,Yes,Yes,Yes,Yes,Yes,No,No,No
2396,Yes,Yes,Yes,Yes,Yes,No,No,No
2397,Yes,Yes,Yes,Yes,Yes,No,No,No
2398,Yes,Yes,Yes,Yes,Yes,No,No,No
2399,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2400,Yes,Yes,Yes,No,Yes,Yes,Yes,No
2401,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2402,Yes,Yes,Yes,Yes,Yes,No,No,No
2403,Yes,Yes,Yes,Yes,Yes,No,No,No
2404,Yes,Yes,Yes,Yes,No,No,No,No
2405,Yes,Yes,Yes,No,Yes,Yes,Yes,No
2406,Yes,No,Yes,No,No,No,Yes,No
2407,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2408,Yes,Yes,Yes,Yes,Yes,No,No,No
2409,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2410,No,Yes,Yes,Yes,Yes,Yes,No,Yes
2411,Yes,Yes,Yes,Yes,Yes,No,No,No
2412,Yes,Yes,Yes,Yes,Yes,No,No,No
2413,Yes,Yes,Yes,Yes,No,No,No,Yes
2414,Yes,Yes,Yes,Yes,Yes,No,No,No
2415,Yes,Yes,Yes,Yes,Yes,No,No,No
2416,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2417,Yes,Yes,Yes,Yes,No,No,Yes,No
2418,Yes,Yes,Yes,Yes,Yes,No,No,No
2419,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2420,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2421,Yes,Yes,Yes,Yes,Yes,No,No,No
2422,Yes,Yes,Yes,Yes,Yes,No,No,No
2423,Yes,No,Yes,Yes,No,No,No,No
2424,Yes,Yes,Yes,No,No,Yes,Yes,No
2425,Yes,Yes,Yes,Yes,Yes,No,No,No
2426,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2427,Yes,Yes,Yes,Yes,Yes,No,No,No
2428,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2429,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2430,Yes,Yes,Yes,Yes,Yes,No,No,No
2431,Yes,Yes,Yes,Yes,Yes,No,No,No
2432,No,Yes,Yes,No,No,No,No,No
2433,Yes,Yes,Yes,Yes,Yes,No,No,No
2434,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2435,Yes,Yes,Yes,Yes,Yes,No,No,No
2436,Yes,Yes,Yes,Yes,Yes,No,No,No
2437,Yes,Yes,Yes,Yes,Yes,No,No,No
2438,No,No,No,No,No,No,No,No
2439,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2440,Yes,Yes,Yes,No,No,No,No,No
2441,Yes,Yes,Yes,Yes,No,No,Yes,No
2442,Yes,Yes,Yes,Yes,Yes,No,No,No
2443,Yes,Yes,Yes,Yes,Yes,No,No,No
2444,Yes,Yes,Yes,Yes,Yes,No,No,No
2445,Yes,Yes,No,Yes,No,No,No,No
2446,Yes,Yes,No,No,No,No,No,No
2447,Yes,Yes,Yes,Yes,Yes,No,No,No
2448,Yes,Yes,Yes,Yes,Yes,No,No,No
2449,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2450,Yes,Yes,No,No,Yes,Yes,Yes,No
2451,Yes,Yes,Yes,Yes,No,Yes,No,No
2452,Yes,Yes,Yes,Yes,Yes,No,No,No
2453,Yes,Yes,Yes,Yes,Yes,No,No,No
2454,Yes,Yes,Yes,Yes,Yes,No,No,No
2455,Yes,Yes,Yes,No,Yes,Yes,Yes,No
2456,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2457,Yes,Yes,Yes,Yes,Yes,No,No,No
2458,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2459,Yes,Yes,Yes,No,No,Yes,Yes,No
2460,Yes,Yes,Yes,Yes,Yes,No,No,No
2461,Yes,Yes,No,Yes,No,No,No,No
2462,Yes,Yes,Yes,Yes,Yes,No,No,No
2463,Yes,Yes,Yes,No,No,No,Yes,No
2464,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2465,Yes,Yes,Yes,Yes,Yes,No,No,No
2466,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2467,Yes,Yes,Yes,Yes,Yes,No,No,No
2468,Yes,Yes,Yes,Yes,Yes,No,No,No
2469,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2470,Yes,Yes,Yes,Yes,Yes,No,No,No
2471,Yes,Yes,Yes,Yes,Yes,No,No,No
2472,Yes,Yes,Yes,Yes,No,No,Yes,No
2473,Yes,Yes,Yes,Yes,No,No,No,No
2474,No,No,No,No,No,No,No,No
2475,Yes,Yes,Yes,Yes,Yes,No,No,No
2476,Yes,Yes,Yes,Yes,Yes,No,No,No
2477,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2478,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2479,Yes,Yes,Yes,Yes,No,No,No,No
2480,Yes,Yes,Yes,Yes,Yes,No,No,No
2481,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2482,Yes,Yes,Yes,Yes,No,No,No,No
2483,Yes,Yes,Yes,Yes,Yes,No,No,No
2484,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2485,Yes,Yes,Yes,Yes,Yes,No,No,No
2486,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2487,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2488,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2489,Yes,Yes,Yes,Yes,Yes,No,No,No
2490,No,Yes,Yes,Yes,Yes,No,No,Yes
2491,No,No,No,No,No,No,No,No
2492,Yes,Yes,Yes,Yes,Yes,No,No,No
2493,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2494,Yes,Yes,Yes,Yes,Yes,No,No,No
2495,Yes,Yes,Yes,Yes,Yes,No,No,No
2496,Yes,Yes,Yes,Yes,Yes,No,No,No
2497,Yes,Yes,Yes,Yes,Yes,No,No,No
2498,Yes,Yes,Yes,Yes,Yes,No,No,No
