Sr.No,No_of_Bed,No_of_Bathroom,Area,Pets_allowed
4468,9.0,6.0,,No
4469,5.0,1.0,,No
4470,2.0,1.0,,No
4471,3.0,1.0,,No
4472,5.0,3.0,,No
4473,1.0,1.0,,No
4474,4.0,1.0,,No
4475,5.0,3.0,,No
4476,6.0,6.0,,No
4477,3.0,1.0,,No
4478,1.0,1.0,,No
4479,2.0,1.0,,No
4480,3.0,1.0,,No
4481,2.0,2.0,,No
4482,4.0,2.0,,No
4483,3.0,1.0,,No
4484,8.0,8.0,,No
4485,3.0,,,No
4486,1.0,1.0,,No
4487,3.0,1.0,,No
4488,2.0,1.0,,No
4489,3.0,1.0,1.0,No
4490,3.0,1.0,,No
4491,2.0,1.0,,No
4492,1.0,1.0,,No
4493,2.0,1.0,,No
4494,3.0,1.0,,No
4495,2.0,1.0,,No
4496,,1.0,,No
4497,1.0,1.0,,No
4498,2.0,2.0,,No
4499,2.0,2.0,,No
4500,2.0,2.0,,No
4501,1.0,1.0,,No
4502,3.0,2.0,,No
4503,4.0,5.0,,No
4504,5.0,2.0,,No
4505,1.0,1.0,,No
4506,4.0,4.0,,No
4507,1.0,1.0,,No
4508,2.0,1.0,,No
4509,3.0,1.0,,No
4510,1.0,1.0,,No
4511,2.0,1.0,,No
4512,3.0,1.0,,No
4513,2.0,1.0,1.0,No
4514,1.0,1.0,,No
4515,3.0,,,No
4516,1.0,1.0,,No
4517,2.0,1.0,,No
4518,2.0,,,No
4519,2.0,1.0,,No
4520,2.0,2.0,,No
4521,2.0,2.0,,No
4522,1.0,1.0,,No
4523,5.0,2.0,,No
4524,1.0,1.0,,No
4525,4.0,2.0,,No
4526,2.0,,,No
4527,2.0,1.0,,No
4528,1.0,1.0,,No
4529,2.0,2.0,,Yes
4530,2.0,2.0,,No
4531,1.0,1.0,,No
4532,6.0,,,No
4533,3.0,1.0,,No
4534,2.0,1.0,,No
4535,,1.0,,No
4536,3.0,1.0,,No
4537,1.0,1.0,,No
4538,3.0,,,No
4539,2.0,2.0,,No
4540,4.0,1.0,2.0,No
4541,2.0,2.0,,No
4542,5.0,1.0,,No
4543,3.0,2.0,,Yes
4544,1.0,1.0,,No
4545,3.0,2.0,,No
4546,1.0,1.0,,No
4547,3.0,2.0,,No
4548,2.0,1.0,,No
4549,3.0,2.0,,No
4550,5.0,1.0,,No
4551,1.0,1.0,,No
4552,2.0,2.0,1431.0,No
4553,1.0,1.0,,No
4554,2.0,2.0,,No
4555,2.0,2.0,,No
4556,2.0,2.0,,No
4557,1.0,1.0,,No
4558,1.0,1.0,,No
4559,1.0,2.0,,No
4560,2.0,1.0,,No
4561,1.0,1.0,,No
4562,1.0,1.0,,No
4563,2.0,1.0,,No
4564,,,,No
4565,4.0,2.0,,No
4566,6.0,4.0,,No
4567,5.0,,,No
4568,3.0,,,No
4569,2.0,1.0,,No
4570,1.0,1.0,,No
4571,2.0,1.0,,No
4572,1.0,1.0,,No
4573,3.0,2.0,2.0,No
4574,1.0,1.0,,No
4575,1.0,1.0,,No
4576,2.0,2.0,,No
4577,2.0,2.0,,No
4578,2.0,2.0,,No
4579,2.0,1.0,,No
4580,1.0,1.0,,No
4581,3.0,3.0,,No
4582,2.0,1.0,,No
4583,1.0,1.0,,No
4584,2.0,2.0,,No
4585,1.0,1.0,,No
4586,2.0,2.0,,No
4587,1.0,1.0,,No
4588,2.0,2.0,,No
4589,3.0,3.0,1.0,No
4590,2.0,1.0,,No
4591,2.0,1.0,,No
4592,3.0,1.0,,No
4593,2.0,2.0,,No
4594,2.0,1.0,,No
4595,1.0,,,No
4596,2.0,1.0,,No
4597,1.0,1.0,,No
4598,2.0,1.0,,No
4599,2.0,1.0,,No
4600,,1.0,,No
4601,2.0,2.0,,No
4602,2.0,1.0,,No
4603,2.0,2.0,,No
4604,1.0,1.0,,No
4605,2.0,1.0,,No
4606,3.0,1.0,,Yes
4607,3.0,2.0,2.0,No
4608,1.0,,,No
4609,2.0,1.0,,No
4610,3.0,2.0,,No
4611,2.0,2.0,,No
4612,2.0,1.0,,No
4613,2.0,1.0,450.0,No
4614,2.0,1.0,,No
4615,1.0,1.0,,No
4616,2.0,1.0,1000.0,No
4617,3.0,,,No
4618,4.0,1.0,,No
4619,1.0,1.0,,No
4620,3.0,1.0,,No
4621,2.0,2.0,,No
4622,5.0,1.0,,No
4623,3.0,1.0,,No
4624,2.0,1.0,,No
4625,2.0,1.0,,No
4626,2.0,1.0,,No
4627,2.0,1.0,,No
4628,3.0,2.0,,No
4629,1.0,2.0,,No
4630,2.0,2.0,,No
4631,3.0,3.0,,No
4632,2.0,2.0,,No
4633,4.0,2.0,,No
4634,2.0,1.0,,No
4635,3.0,1.0,,No
4636,2.0,,,No
4637,2.0,1.0,,No
4638,2.0,2.0,1200.0,No
4639,2.0,1.0,,No
4640,2.0,1.0,,No
4641,4.0,2.0,,No
4642,2.0,2.0,,No
4643,2.0,1.0,,No
4644,3.0,2.0,,No
4645,2.0,1.0,,No
4646,2.0,1.0,,No
4647,3.0,1.0,,No
4648,2.0,1.0,2.0,No
4649,2.0,2.0,,No
4650,4.0,1.0,,No
4651,2.0,5.0,980.0,No
4652,4.0,1.0,,No
4653,3.0,1.0,,No
4654,2.0,1.0,,No
4655,,1.0,650.0,No
4656,1.0,1.0,,No
4657,2.0,1.0,,No
4658,2.0,2.0,,No
4659,3.0,2.0,,No
4660,2.0,1.0,,No
4661,4.0,2.0,,No
4662,2.0,1.0,,No
4663,2.0,2.0,,No
4664,1.0,1.0,,No
4665,1.0,1.0,,No
4666,3.0,1.0,,No
4667,4.0,2.0,1507.0,No
4668,1.0,1.0,753.0,Yes
4669,2.0,1.0,,No
4670,1.0,1.0,,No
4671,2.0,1.0,,No
4672,2.0,1.0,,No
4673,1.0,1.0,,No
4674,2.0,1.0,,No
4675,2.0,1.0,,No
4676,2.0,1.0,,No
4677,1.0,1.0,,No
4678,2.0,1.0,1.0,No
4679,3.0,3.0,1442.0,No
4680,2.0,1.0,,No
4681,2.0,1.0,,No
4682,1.0,1.0,,No
4683,1.0,1.0,,No
4684,3.0,1.0,,No
4685,1.0,1.0,,No
4686,5.0,2.0,,No
4687,2.0,2.0,,No
4688,2.0,2.0,,No
4689,4.0,4.0,,No
4690,2.0,1.0,,No
4691,2.0,1.0,,No
4692,3.0,2.0,1500.0,No
4693,2.0,2.0,,No
4694,2.0,,,No
4695,1.0,2.0,,No
4696,,1.0,,No
4697,2.0,1.0,,No
4698,2.0,2.0,,No
4699,1.0,1.0,,No
4700,2.0,1.0,,No
4701,2.0,2.0,,No
4702,3.0,1.0,,Yes
4703,2.0,2.0,,No
4704,2.0,1.0,,No
4705,4.0,3.0,,No
4706,3.0,,,No
4707,2.0,1.0,,No
4708,3.0,2.0,2.0,No
4709,,1.0,,No
4710,2.0,1.0,,No
4711,3.0,1.0,1.0,No
4712,3.0,1.0,,No
4713,2.0,2.0,,No
4714,1.0,1.0,,No
4715,2.0,1.0,,No
4716,5.0,3.0,,No
4717,2.0,2.0,,No
4718,4.0,1.0,,No
4719,2.0,1.0,,No
4720,2.0,1.0,,No
4721,2.0,2.0,,No
4722,2.0,1.0,75.0,No
4723,2.0,1.0,,No
4724,2.0,1.0,,No
4725,2.0,,,No
4726,5.0,2.0,,No
4727,1.0,1.0,,No
4728,3.0,2.0,,No
4729,1.0,1.0,592.0,Yes
4730,1.0,1.0,,No
4731,1.0,1.0,,No
4732,3.0,1.0,1.0,No
4733,2.0,1.0,,No
4734,5.0,3.0,,No
4735,3.0,2.0,1.0,No
4736,2.0,2.0,,No
4737,2.0,1.0,,No
4738,2.0,2.0,,No
4739,2.0,1.0,,No
4740,1.0,1.0,,No
4741,2.0,2.0,,No
4742,2.0,1.0,,No
4743,1.0,1.0,,No
4744,2.0,1.0,,No
4745,2.0,2.0,,No
4746,3.0,1.0,,No
4747,2.0,1.0,,No
4748,3.0,1.0,,No
4749,2.0,1.0,,No
4750,3.0,,,No
4751,2.0,1.0,,No
4752,2.0,2.0,,No
4753,1.0,1.0,1.0,No
4754,1.0,1.0,1.0,Yes
4755,2.0,1.0,1.0,Yes
4756,1.0,1.0,1.0,No
4757,2.0,1.0,1.0,Yes
4758,2.0,1.0,1.0,No
4759,1.0,1.0,1.0,No
4760,,1.0,1.0,No
4761,1.0,1.0,1.0,No
4762,,1.0,1.0,No
4763,3.0,1.0,1.0,No
4764,1.0,1.0,1.0,No
4765,2.0,1.0,1.0,Yes
4766,,1.0,1.0,No
4767,2.0,1.0,1.0,Yes
4768,1.0,1.0,1.0,No
4769,2.0,1.0,1.0,No
4770,1.0,1.0,1.0,No
4771,,1.0,1.0,No
4772,2.0,1.0,1.0,No
4773,1.0,,,No
4774,1.0,1.0,1.0,No
4775,1.0,1.0,1.0,No
4776,1.0,1.0,1.0,No
4777,1.0,1.0,1.0,No
4778,1.0,1.0,1.0,No
4779,2.0,1.0,1.0,Yes
4780,3.0,1.0,1.0,No
4781,1.0,1.0,1.0,No
4782,1.0,1.0,1.0,No
4783,1.0,1.0,1.0,Yes
4784,1.0,1.0,1.0,No
4785,1.0,1.0,1.0,Yes
4786,,1.0,1.0,No
4787,1.0,,,No
4788,2.0,1.0,1.0,No
4789,,1.0,1.0,No
4790,,1.0,1.0,No
4791,,1.0,1.0,No
4792,2.0,1.0,1.0,No
4793,1.0,1.0,1.0,No
4794,1.0,1.0,1.0,No
4795,2.0,1.0,1.0,No
4796,3.0,1.0,1.0,No
4797,1.0,1.0,1.0,No
4798,3.0,1.0,1.0,No
4799,2.0,1.0,1.0,No
4800,1.0,1.0,1.0,No
4801,1.0,1.0,1.0,No
4802,2.0,1.0,1.0,Yes
4803,3.0,1.0,1.0,Yes
4804,2.0,1.0,1.0,No
4805,1.0,1.0,1.0,No
4806,1.0,1.0,1.0,No
4807,1.0,1.0,1.0,No
4808,1.0,1.0,1.0,No
4809,1.0,1.0,1.0,No
4810,1.0,1.0,1.0,No
4811,1.0,1.0,1.0,No
4812,1.0,1.0,1.0,No
4813,1.0,1.0,1.0,Yes
4814,2.0,1.0,1.0,No
4815,1.0,1.0,1.0,No
4816,2.0,1.0,1.0,Yes
4817,1.0,1.0,1.0,No
4818,2.0,1.0,1.0,Yes
4819,1.0,1.0,1.0,Yes
4820,1.0,1.0,1.0,No
4821,1.0,1.0,1.0,Yes
4822,,1.0,1.0,No
4823,1.0,1.0,1.0,No
4824,,1.0,Studio,No
4825,1.0,1.0,1.0,No
4826,1.0,1.0,1.0,No
4827,1.0,1.0,1.0,No
4828,2.0,1.0,1.0,No
4829,1.0,,,No
4830,4.0,1.0,1.0,No
4831,1.0,1.0,1.0,No
4832,2.0,1.0,1.0,No
4833,,1.0,,No
4834,1.0,1.0,,No
4835,3.0,1.0,1.0,Yes
4836,2.0,1.0,1.0,No
4837,1.0,1.0,1.0,No
4838,,1.0,1.0,No
4839,1.0,1.0,1.0,No
4840,1.0,1.0,1.0,No
4841,4.0,1.0,1.0,No
4842,1.0,1.0,1.0,No
4843,1.0,1.0,1.0,No
4844,4.0,1.0,1.0,No
4845,1.0,1.0,1.0,No
4846,2.0,1.0,1.0,No
4847,1.0,1.0,1.0,No
4848,,1.0,1.0,No
4849,1.0,1.0,1.0,No
4850,,1.0,1.0,No
4851,,1.0,1.0,No
4852,2.0,1.0,1.0,No
4853,2.0,1.0,1.0,Yes
4854,2.0,1.0,1.0,No
4855,2.0,1.0,1.0,No
4856,1.0,1.0,1.0,No
4857,2.0,1.0,1.0,No
4858,1.0,1.0,1.0,Yes
4859,1.0,1.0,1.0,No
4860,1.0,1.0,1.0,No
4861,4.0,1.0,1.0,Yes
4862,3.0,1.0,1.0,No
4863,1.0,1.0,1.0,Yes
4864,,1.0,1.0,No
4865,1.0,1.0,1.0,No
4866,3.0,1.0,1.0,No
4867,5.0,1.0,1.0,Yes
4868,1.0,1.0,,No
4869,2.0,1.0,1.0,No
4870,,1.0,1.0,No
4871,1.0,1.0,1.0,No
4872,1.0,1.0,1.0,Yes
4873,1.0,1.0,,No
4874,2.0,1.0,1.0,Yes
4875,3.0,1.0,1.0,Yes
4876,3.0,1.0,1.0,No
4877,1.0,1.0,1.0,Yes
4878,3.0,1.0,1.0,No
4879,1.0,1.0,1.0,No
4880,,1.0,1.0,No
4881,1.0,1.0,1.0,No
4882,1.0,1.0,1.0,No
4883,2.0,1.0,1.0,No
4884,1.0,1.0,1.0,Yes
4885,1.0,,,No
4886,1.0,1.0,1.0,No
4887,4.0,1.0,1.0,Yes
4888,2.0,1.0,1.0,No
4889,1.0,1.0,1.0,No
4890,,1.0,1.0,No
4891,1.0,1.0,1.0,Yes
4892,1.0,1.0,1.0,No
4893,1.0,1.0,1.0,No
4894,1.0,1.0,1.0,No
4895,1.0,1.0,1.0,No
4896,1.0,1.0,1.0,Yes
4897,1.0,1.0,1.0,No
4898,1.0,1.0,1.0,Yes
4899,2.0,1.0,1.0,No
4900,7.0,1.0,,No
4901,4.0,1.0,1.0,Yes
4902,4.0,1.0,1.0,No
4903,1.0,1.0,1.0,No
4904,1.0,1.0,1.0,Yes
4905,1.0,1.0,1.0,No
4906,1.0,1.0,1.0,No
4907,1.0,1.0,1.0,No
4908,1.0,1.0,1.0,No
4909,1.0,1.0,1.0,No
4910,2.0,1.0,1.0,Yes
4911,1.0,1.0,1.0,No
4912,1.0,1.0,1.0,Yes
4913,2.0,1.0,1.0,Yes
4914,1.0,1.0,1.0,No
4915,2.0,1.0,1.0,No
4916,,1.0,,No
4917,,1.0,1.0,Yes
4918,3.0,1.0,1.0,No
4919,,1.0,1.0,No
4920,2.0,1.0,1.0,No
4921,,1.0,1.0,No
4922,2.0,1.0,1.0,No
4923,New and high-quality electrical devices,1.0,1.0,No
4924,1.0,1.0,1.0,No
4925,2.0,1.0,1.0,No
4926,1.0,1.0,1.0,No
4927,,1.0,1.0,Yes
4928,1.0,1.0,1.0,No
4929,2.0,1.0,1.0,No
4930,1.0,1.0,1.0,No
4931,3.0,1.0,1.0,No
4932,2.0,1.0,1.0,Yes
4933,1.0,1.0,1.0,No
4934,2.0,1.0,1.0,No
4935,5.0,1.0,2.0,No
4936,3.0,1.0,1.0,No
4937,3.0,1.0,1.0,Yes
4938,1.0,1.0,1.0,Yes
4939,1.0,1.0,,No
4940,1.0,1.0,1.0,No
4941,4.0,1.0,1.0,No
4942,,1.0,1.0,No
4943,1.0,1.0,1.0,No
4944,4.0,1.0,1.0,No
4945,1.0,,,No
4946,2.0,1.0,1.0,No
4947,,1.0,,No
4948,2.0,1.0,1.0,No
4949,1.0,1.0,1.0,No
4950,2.0,1.0,1.0,No
4951,,1.0,,No
4952,,1.0,1.0,Yes
4953,3.0,1.0,1.0,Yes
4954,4.0,2.0,1.0,No
4955,5.0,2.0,1.0,Yes
4956,2.0,1.0,1.0,No
4957,1.0,1.0,1.0,No
4958,2.0,1.0,1.0,No
4959,2.0,1.0,1.0,No
4960,1.0,1.0,1.0,No
4961,6.0,1.0,,No
4962,,1.0,1.0,No
4963,1.0,1.0,1.0,No
4964,1.0,1.0,1.0,No
4965,,,,No
4966,1.0,1.0,1.0,Yes
4967,,,,No
4968,,1.0,Studio,No
4969,,1.0,1.0,No
4970,2.0,1.0,1.0,No
4971,2.0,1.0,1.0,No
4972,1.0,1.0,1.0,No
4973,3.0,1.0,1.0,No
4974,1.0,1.0,1.0,Yes
4975,3.0,1.0,1.0,Yes
4976,2.0,1.0,1.0,No
4977,1.0,1.0,1.0,No
4978,1.0,1.0,1.0,No
4979,3.0,1.0,1.0,No
4980,2.0,1.0,1.0,No
4981,1.0,1.0,1.0,No
4982,1.0,1.0,1.0,No
4983,1.0,1.0,1.0,No
4984,1.0,,,No
4985,2.0,1.0,1.0,No
4986,2.0,1.0,1.0,Yes
4987,1.0,1.0,1.0,Yes
4988,1.0,1.0,1.0,No
4989,1.0,1.0,1.0,No
4990,,1.0,1.0,No
4991,2.0,1.0,,Yes
4992,1.0,1.0,1.0,Yes
4993,1.0,1.0,1.0,Yes
4994,3.0,1.0,,No
4995,1.0,,,No
4996,5.0,1.0,1.0,No
4997,1.0,1.0,1.0,No
4998,1.0,1.0,1.0,Yes
4999,,1.0,1.0,No
5000,1.0,1.0,1.0,No
5001,4.0,1.0,1.0,Yes
5002,,1.0,1.0,No
5003,1.0,1.0,1.0,No
5004,1.0,1.0,1.0,No
5005,2.0,1.0,1.0,No
5006,3.0,1.0,1.0,No
5007,2.0,1.0,1.0,No
5008,1.0,1.0,1.0,Yes
5009,2.0,1.0,1.0,No
5010,3.0,1.0,1.0,No
5011,1.0,1.0,1.0,No
5012,1.0,1.0,1.0,No
5013,1.0,1.0,1.0,No
5014,1.0,1.0,1.0,No
5015,,1.0,1.0,No
5016,1.0,1.0,1.0,No
5017,2.0,1.0,1.0,Yes
5018,1.0,1.0,1.0,No
5019,1.0,1.0,1.0,No
5020,1.0,1.0,1.0,No
5021,2.0,1.0,1.0,No
5022,1.0,1.0,1.0,Yes
5023,,1.0,1.0,No
5024,,1.0,1.0,Yes
5025,1.0,1.0,1.0,No
5026,2.0,1.0,1.0,No
5027,1.0,1.0,1.0,No
5028,1.0,1.0,1.0,No
5029,3.0,1.0,1.0,Yes
5030,1.0,1.0,1.0,No
5031,1.0,1.0,1.0,No
5032,2.0,1.0,1.0,No
5033,4.0,1.0,1.0,No
5034,1.0,1.0,1.0,No
5035,,1.0,1.0,Yes
5036,3.0,1.0,1.0,No
5037,2.0,1.0,1.0,No
5038,1.0,1.0,1.0,No
5039,1.0,1.0,1.0,No
5040,,1.0,Studio,No
5041,1.0,1.0,1.0,No
5042,3.0,1.0,1.0,Yes
5043,1.0,1.0,1.0,No
5044,1.0,1.0,1.0,No
5045,1.0,1.0,1.0,No
5046,1.0,1.0,1.0,No
5047,1.0,1.0,1.0,No
5048,3.0,1.0,1.0,No
5049,2.0,1.0,1.0,Yes
5050,2.0,1.0,,No
5051,1.0,1.0,1.0,No
5052,1.0,1.0,1.0,No
5053,1.0,1.0,1.0,No
5054,6.0,1.0,,No
5055,1.0,1.0,1.0,No
5056,3.0,1.0,1.0,No
5057,1.0,1.0,1.0,No
5058,4.0,1.0,,No
5059,1.0,1.0,1.0,No
5060,1.0,1.0,1.0,No
5061,2.0,1.0,1.0,Yes
5062,2.0,1.0,1.0,No
5063,,1.0,1.0,No
5064,3.0,1.0,1.0,No
5065,1.0,1.0,1.0,Yes
5066,1.0,1.0,1.0,No
5067,1.0,1.0,1.0,No
5068,1.0,1.0,1.0,Yes
5069,1.0,1.0,1.0,Yes
5070,2.0,1.0,1.0,Yes
5071,2.0,1.0,1.0,No
5072,2.0,1.0,1.0,Yes
5073,2.0,1.0,1.0,No
5074,1.0,1.0,1.0,No
5075,3.0,1.0,1.0,Yes
5076,3.0,1.0,1.0,Yes
5077,1.0,1.0,1.0,No
5078,1.0,1.0,,No
5079,2.0,1.0,1.0,No
5080,1.0,1.0,1.0,Yes
5081,1.0,1.0,1.0,No
5082,2.0,1.0,1.0,No
5083,1.0,1.0,1.0,No
5084,1.0,1.0,1.0,No
5085,2.0,1.0,1.0,No
5086,1.0,1.0,1.0,No
5087,2.0,1.0,1.0,Yes
5088,1.0,1.0,872.0,Yes
5089,,1.0,,No
5090,2.0,1.0,1.0,No
5091,4.0,1.0,1.0,No
5092,1.0,1.0,1.0,No
5093,5.0,1.0,1.0,Yes
5094,4.0,1.0,,No
5095,1.0,1.0,1.0,No
5096,2.0,1.0,1.0,Yes
5097,1.0,1.0,1.0,No
5098,3.0,1.0,1.0,Yes
5099,6.0,1.0,,No
5100,2.0,1.0,1.0,No
5101,2.0,1.0,1.0,No
5102,2.0,1.0,1.0,No
5103,3.0,1.0,1.0,No
5104,1.0,1.0,1.0,No
5105,3.0,2.0,1.0,No
5106,1.0,1.0,1.0,Yes
5107,1.0,1.0,1.0,No
5108,1.0,1.0,517.0,Yes
5109,3.0,1.0,1.0,Yes
5110,"Bathroom with shower, hair dryer and daylight window",1.0,Studio,Yes
5111,1.0,1.0,1.0,No
5112,1.0,1.0,1.0,No
5113,2.0,1.0,1.0,No
5114,1.0,1.0,1.0,No
5115,1.0,1.0,1.0,No
5116,2.0,1.0,1.0,No
5117,1.0,1.0,1.0,Yes
5118,4.0,1.0,,No
5119,1.0,1.0,1.0,No
5120,,1.0,1.0,Yes
5121,1.0,1.0,1.0,No
5122,5.0,1.0,1.0,No
5123,,1.0,1.0,No
5124,2.0,1.0,1.0,No
5125,1.0,1.0,1.0,No
5126,2.0,1.0,1.0,No
5127,4.0,1.0,1.0,No
5128,1.0,1.0,1.0,No
5129,3.0,1.0,1.0,No
5130,1.0,1.0,1.0,No
5131,5.0,1.0,2.0,Yes
5132,1.0,1.0,1.0,No
5133,2.0,2.0,861.0,No
5134,5.0,1.0,1.0,No
5135,,1.0,1.0,Yes
5136,3.0,1.0,1.0,Yes
5137,1.0,1.0,1.0,Yes
5138,3.0,1.0,1.0,No
5139,1.0,1.0,1.0,No
5140,,1.0,,No
5141,1.0,1.0,1.0,Yes
5142,1.0,1.0,1.0,No
5143,1.0,1.0,1.0,No
5144,2.0,1.0,1.0,No
5145,1.0,1.0,1.0,No
5146,1.0,2.0,,No
5147,4.0,1.0,1.0,No
5148,2.0,1.0,1.0,Yes
5149,,,,No
5150,,1.0,1.0,Yes
5151,,1.0,1.0,No
5152,2.0,1.0,1.0,No
5153,2.0,1.0,1.0,No
5154,2.0,1.0,1.0,No
5155,1.0,1.0,1.0,No
5156,2.0,1.0,1.0,Yes
5157,5.0,1.0,1.0,No
5158,3.0,1.0,1.0,No
5159,1.0,1.0,1.0,No
5160,1.0,1.0,1.0,No
5161,4.0,1.0,,No
5162,1.0,1.0,1.0,Yes
5163,1.0,1.0,1.0,No
5164,3.0,1.0,1.0,Yes
5165,1.0,1.0,1.0,Yes
5166,1.0,1.0,1.0,No
5167,2.0,1.0,1.0,No
5168,,1.0,,No
5169,2.0,1.0,1.0,No
5170,1.0,1.0,1.0,No
5171,2.0,1.0,1.0,No
5172,2.0,1.0,1.0,No
5173,1.0,1.0,1.0,Yes
5174,5.0,1.0,,No
5175,1.0,1.0,1.0,No
5176,3.0,1.0,1.0,Yes
5177,1.0,1.0,1.0,No
5178,1.0,1.0,1.0,Yes
5179,1.0,1.0,1.0,No
5180,2.0,1.0,1.0,No
5181,1.0,1.0,1.0,No
5182,1.0,1.0,1.0,No
5183,,1.0,1.0,No
5184,1.0,1.0,1.0,No
5185,1.0,1.0,1.0,Yes
5186,1.0,1.0,1.0,No
5187,1.0,1.0,1.0,No
5188,3.0,1.0,1.0,Yes
5189,1.0,1.0,1.0,Yes
5190,2.0,1.0,1.0,No
5191,2.0,1.0,1.0,No
5192,2.0,1.0,1.0,Yes
5193,1.0,1.0,1.0,No
5194,4.0,1.0,1.0,No
5195,4.0,1.0,1.0,No
5196,2.0,1.0,1.0,Yes
5197,1.0,1.0,1.0,No
5198,,,,No
5199,1.0,1.0,1.0,No
5200,1.0,1.0,1.0,No
5201,1.0,1.0,1.0,Yes
5202,1.0,1.0,1.0,No
5203,1.0,1.0,1.0,Yes
5204,2.0,1.0,1.0,Yes
5205,2.0,1.0,1.0,No
5206,2.0,1.0,1.0,No
5207,2.0,1.0,1.0,No
5208,4.0,2.0,,No
5209,1802090.0,1.0,1.0,Yes
5210,1.0,1.0,1.0,No
5211,5.0,1.0,1.0,No
5212,1.0,1.0,1.0,Yes
5213,1.0,1.0,1.0,No
5214,1.0,1.0,1.0,Yes
5215,,1.0,1.0,No
5216,1.0,1.0,1.0,No
5217,2.0,1.0,1.0,Yes
5218,1.0,1.0,1.0,Yes
5219,1.0,1.0,1.0,Yes
5220,1.0,1.0,1.0,No
5221,1.0,1.0,1.0,No
5222,1.0,1.0,1.0,No
5223,1.0,,,No
5224,1.0,1.0,1.0,No
5225,6.0,1.0,1.0,No
5226,3.0,1.0,1.0,No
5227,,1.0,1.0,Yes
5228,4.0,1.0,1.0,No
5229,2.0,1.0,1.0,Yes
5230,3.0,1.0,1.0,No
5231,1.0,1.0,1.0,No
5232,4.0,1.0,1.0,No
5233,4.0,1.0,1.0,No
5234,,1.0,1.0,No
5235,1.0,1.0,1.0,No
5236,,1.0,1.0,No
5237,1.0,1.0,1.0,No
5238,1.0,1.0,1.0,No
5239,5.0,1.0,,No
5240,1.0,1.0,1.0,No
5241,1.0,1.0,1.0,Yes
5242,2.0,1.0,1.0,No
5243,1.0,1.0,1.0,No
5244,5.0,1.0,,No
5245,1.0,1.0,1.0,Yes
5246,3.0,1.0,1.0,No
5247,7.0,1.0,,No
5248,1.0,1.0,1.0,No
5249,1.0,1.0,1.0,No
5250,2.0,1.0,1.0,Yes
5251,2.0,1.0,1.0,No
5252,1.0,1.0,1.0,No
5253,1.0,1.0,1.0,No
5254,,1.0,1.0,Yes
5255,1.0,1.0,1.0,No
5256,2.0,1.0,1.0,No
5257,2.0,1.0,1.0,No
5258,3.0,1.0,,No
5259,3.0,1.0,1.0,No
5260,3.0,1.0,1.0,No
5261,5.0,1.0,1.0,No
5262,1.0,1.0,1.0,No
5263,1.0,1.0,1.0,Yes
5264,1.0,1.0,1.0,No
5265,1.0,1.0,1.0,No
5266,2.0,1.0,1.0,Yes
5267,,,,No
5268,4.0,1.0,1.0,No
5269,2.0,1.0,1.0,No
5270,1.0,1.0,1.0,No
5271,3.0,1.0,1.0,Yes
5272,1.0,1.0,1.0,No
5273,7.0,1.0,,No
5274,1.0,1.0,1.0,Yes
5275,2.0,1.0,1.0,No
5276,1.0,1.0,1.0,No
5277,1.0,1.0,1.0,No
5278,1.0,1.0,1.0,No
5279,,1.0,Studio,Yes
